ProjectName	StationId	StationCode	LakeName	Name	FullStationName	StationTypeId	StationType	SamplePointId	Lat	Lon	PROJECT_ID	PROJECTS_STATION_ID
Indre Oslofjord	63118	Aq2	Indre Oslofjord	Hovedøya	Aq2 -Hovedøya	0	Marin	no_info	59.8988	10.74486667	6302	28690
Indre Oslofjord	63128	Ap2	Indre Oslofjord	Kavringen	Ap2 -Kavringen	0	Marin	no_info	59.899	10.718	6302	28665
Indre Oslofjord	63125	Cj1	Indre Oslofjord	Leangbukta	Cj1 -Leangbukta	0	Marin	no_info	59.84048333	10.50698333	6302	28695
Indre Oslofjord	63010	Bn1	Indre Oslofjord	Lysakerfjorden	Bn1 -Lysakerfjorden	0	Marin	no_info	59.880634	10.646733	6302	28137
Indre Oslofjord	63113	Cp2	Indre Oslofjord	Oksvalflua	Cp2 -Oksvalflua	0	Marin	no_info	59.865002	10.701384	6302	28686
Indre Oslofjord	63112	Hm4	Indre Oslofjord	Oscarsborg	Hm4 -Oscarsborg	0	Marin	no_info	59.675934	10.612483	6302	28685
Indre Oslofjord	63117	Aq1	Indre Oslofjord	Oslo havn	Aq1 -Oslo havn	0	Marin	no_info	59.90895	10.73043333	6302	28689
Indre Oslofjord	63120	Br1	Indre Oslofjord	Paddehavet	Br1 -Paddehavet	0	Marin	no_info	59.87381667	10.76475	6302	28691
Indre Oslofjord	63122	Bk1	Indre Oslofjord	Sandviksbukta	Bk1 -Sandviksbukta	0	Marin	no_info	59.88308333	10.53468333	6302	28692
Indre Oslofjord	63123	Bk2	Indre Oslofjord	Sandvikselva	Bk2 -Sandvikselva	0	Marin	no_info	59.88843333	10.53826667	6302	28693
Indre Oslofjord	63015	Fl1	Indre Oslofjord	Søndre Langåra	Fl1 -Søndre Langåra	0	Marin	no_info	59.754066	10.574734	6302	28142
Indre Oslofjord	63009	Gk1	Indre Oslofjord	Søndre Langåra	Gk1 -Søndre Langåra	0	Marin	no_info	59.701218	10.543083	6302	28136
Indre Oslofjord	63014	Dk1	Indre Oslofjord	Steilene	Dk1 -Steilene	0	Marin	no_info	59.814999	10.569384	6302	28141
Indre Oslofjord	71603	Dm1	Indre Oslofjord	Steilene Nord	Dm1 -Steilene Nord	0	Marin	no_info	59.8272	10.6173	6302	54650
Indre Oslofjord	63124	Ej1	Indre Oslofjord	VEAS	Ej1 -VEAS	0	Marin	no_info	59.79316667	10.51621667	6302	28694
DCS4COP	no_info	A1	Svalbard	Adventfjorden	A1 -Adventfjorden	0	Marin	no_info	78.22726667	15.67451667	12569	no_info
